CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
ROBBERY,03/06/2024 01:28:00 AM,24-011441,CARJACKING WITH FIREARM,30X,1482 81ST AV,Oakland,CA,POINT (-122.178326995 37.756927003)
DOMESTIC VIOLENCE,03/17/2024 08:33:00 PM,24-013548,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,17X,1625 6TH AV,Oakland,CA,POINT (-122.250772399 37.796669978)
ROBBERY,03/08/2024 09:01:00 PM,24-012056,EXHIBIT FIREARM,23X,3609 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.221747014 37.775323017)
NARCOTICS,03/09/2024 08:50:00 AM,24-012126,POSSESS CONTROLLED SUBSTANCE,29X,6747 SIMSON ST,Oakland,CA,POINT (-122.172166967 37.774172014)
,03/28/2024 01:04:00 AM,24-906548,VANDALISM,13Y,6970 CHARING CROSS ROAD,Oakland,CA,POINT (-122.222505995 37.857151012)
,05/04/2024 09:35:00 PM,24-022000,VANDALISM,19X,1537 8TH AV,Oakland,CA,POINT (-122.250169964 37.794823012)
OTHER,04/12/2024 11:46:00 AM,24-017989,DEPRIVE RIGHT OF CUSTODY/VISITATION,34X,2125 92ND AVE,Oakland,CA,POINT (-122.165778029 37.752764005)
,04/27/2024 11:08:00 PM,24-020875,BURGLARY-AUTO,30X,7838 LOCKWOOD ST,Oakland,CA,POINT (-122.178153993 37.760085011)
,04/15/2024 03:55:00 PM,24-018513,VEHICLE THEFT - AUTO,32X,105T H &BREED AV,Oakland,CA,POINT (-122.162740008 37.740636984)
,05/06/2024 03:30:00 PM,24-022497,VEHICLE THEFT - AUTO,34X,9636 HOLLY ST,Oakland,CA,POINT (-122.169593974 37.74579198)
,05/11/2024 10:30:00 AM,24-023218,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Y,98TH AV &EDES AV,Oakland,CA,POINT (-122.183329734 37.736438991)
BRANDISHING,03/16/2024 12:20:00 PM,24-013350,EXHIBIT FIREARM,06X,800 33RD ST,Oakland,CA,POINT (-122.272790005 37.823360757)
,05/11/2024 04:20:00 PM,24-907818,BURGLARY-AUTO,,3700 A PKWYMANDEL,Oakland,CA,POINT (-122.286764012 37.827382012)
,03/02/2024 03:30:00 PM,24-904518,BURGLARY-AUTO,,200 BROADWAY ST,Oakland,CA,POINT (-122.275683974 37.796252001)
MISDEMEANOR ASSAULT,03/06/2024 11:00:00 AM,24-011511,EXHIBIT FIREARM,33X,1018 90TH AV,Oakland,CA,POINT (-122.180159028 37.747038998)
,03/20/2024 10:00:00 PM,24-015480,BURGLARY-AUTO,08X,155 PEARL ST,Oakland,CA,POINT (-122.255489036 37.817310988)
,05/12/2024 12:00:00 AM,24-907664,THEFT,08X,406 FAIRMOUNT AVE,Oakland,CA,POINT (-122.256175011 37.819001995)
FELONY ASSAULT,03/31/2024 09:01:00 PM,24-016064,ROBBERY-FIREARM,26X,12TH ST&51ST AV,Oakland,CA,POINT (-122.209931967 37.767138005)
,05/11/2024 07:00:00 AM,24-023185,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,7234 FAVOR ST,Oakland,CA,POINT (-122.184138632 37.761888196)
,03/29/2024 10:16:00 AM,24-015760,BURGLARY-AUTO,04X,377 15TH ST,Oakland,CA,POINT (-122.269109042 37.804524017)
,04/26/2024 04:00:00 PM,24-020708,VEHICLE THEFT - AUTO,22Y,MIDVALE AV AND GEORGIA ST,Oakland,CA,POINT (-122.201934039 37.793961981)
BURG - RESIDENTIAL,02/28/2024 08:36:00 PM,24-010400,BURGLARY-FORCIBLE ENTRY,16Y,1570 EXCELSIOR AV,Oakland,CA,POINT (-122.22391097 37.802174989)
,03/14/2024 09:08:00 AM,24-905225,THEFT,27X,1620 HIGH ST,Oakland,CA,POINT (-122.21300929 37.773654145)
STOLEN VEHICLE,03/26/2024 06:10:00 PM,24-015230,VEHICLE THEFT - AUTO,26Y,946 75TH AV,Oakland,CA,POINT (-122.192180018 37.754013998)
BURG - AUTO,03/10/2024 10:20:00 AM,24-905308,BURGLARY-AUTO,08X,325 27TH ST,Oakland,CA,POINT (-122.263762269 37.815393243)
VANDALISM,03/05/2024 04:29:00 PM,24-011411,VANDALISM-$400+,08X,550 23RD ST,Oakland,CA,POINT (-122.270261594 37.812907146)
ROBBERY,03/01/2024 12:30:00 AM,24-010622,ATTEMPTED ROBBERY-FIREARM,06X,2554 WEST ST,Oakland,CA,POINT (-122.274312024 37.816281984)
,03/16/2024 11:30:00 PM,24-013723,VEHICLE THEFT - AUTO,29X,5826 BANCROFT AVE.,Oakland,CA,POINT (-122.19265342 37.771093641)
,04/08/2024 03:05:00 PM,24-017237,CARJACKING WITH FIREARM,31Z,9965 ST. ELMO DR,Oakland,CA,POINT (-122.18312597 37.731576021)
,03/14/2024 12:00:00 PM,24-905418,BURGLARY-AUTO,02X,533 KIRKHAM ST,Oakland,CA,POINT (-122.293439024 37.804393008)
,05/10/2024 01:49:00 AM,24-022980,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,18Y,1800 BLK OF E 25TH ST,Oakland,CA,POINT (-122.233496094 37.794651823)
,03/27/2024 09:22:00 PM,24-907711,VANDALISM,,BROADWAY/24TH ST. ST,Oakland,CA,POINT (-122.276914313 37.794914491)
STOLEN VEHICLE,03/01/2024 10:00:00 PM,24-010964,VEHICLE THEFT - AUTO,16Y,3746 PARK BLVD,Oakland,CA,POINT (-122.230754039 37.805064985)
,03/27/2024 05:20:00 PM,24-906418,THEFT,05X,2140 MANDELA PARKWAY,Oakland,CA,POINT (-122.288792013 37.815603007)
,04/06/2024 03:30:00 PM,24-016959,BATTERY,15X,247 E. 18TH ST,Oakland,CA,POINT (-122.253320973 37.79936198)
DOMESTIC VIOLENCE,03/01/2024 08:06:00 PM,24-010746,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,21X,2628 23RD AV,Oakland,CA,POINT (-122.227040018 37.792746019)
,03/21/2024 04:23:00 AM,24-014243,BURGLARY-FORCIBLE ENTRY,13X,6650 BROADWAY,Oakland,CA,POINT (-122.230906659 37.848578356)
,04/11/2024 11:25:00 PM,24-907377,ATTEMPT VEHICLE THEFT-AUTO,09X,3600 BROADWAY,Oakland,CA,POINT (-122.258236959 37.823493983)
,03/31/2024 04:10:00 PM,24-906042,BURGLARY-AUTO,06X,961 YERBA BUENA AVE,Oakland,CA,POINT (-122.275857982 37.830635993)
,03/24/2024 12:00:00 AM,24-015679,DISTURB THE PEACE,03Y,455 7TH ST,Oakland,CA,POINT (-122.275068994 37.799400998)
MISDEMEANOR ASSAULT,03/06/2024 09:06:00 PM,24-011597,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,2439 90TH AV,Oakland,CA,POINT (-122.162164271 37.755299904)
DOMESTIC VIOLENCE,03/16/2024 07:00:00 PM,24-013553,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,532 16TH ST,Oakland,CA,POINT (-122.271626965 37.806472014)
,03/28/2024 12:00:00 AM,24-906872,THEFT BY USE OF ACCESS CARD,07X,1018 24TH ST,Oakland,CA,POINT (-122.280508011 37.816782006)
,03/03/2024 10:00:00 AM,24-904564,BURGLARY-AUTO,,E 18TH ST/PARK,Oakland,CA,POINT (-122.224474994 37.782260474)
NARCOTICS,03/09/2024 08:50:00 PM,24-012228,REVOKE/TERMINATE POST-RELEASE SUPERVISION,26Y,6503 FENHAM ST,Oakland,CA,POINT (-122.198469966 37.760022985)
,04/22/2024 09:00:00 PM,24-020592,VEHICLE THEFT - AUTO,29X,5714 FOOTHILL BLVD,Oakland,CA,POINT (-122.19355084 37.77222046)
CURFEW & LOITERING,04/20/2024 06:23:00 PM,24-019529,TRESPASS:OCCUPY PROPERTY W/O CONSENT,08X,528 25TH ST,Oakland,CA,POINT (-122.269190011 37.814700989)
,05/19/2024 04:20:00 AM,24-907867,GRAND THEFT,16Y,4134 WOODRUFF AVE,Oakland,CA,POINT (-122.220869009 37.806360995)
,04/14/2024 12:30:00 PM,24-906783,BURGLARY-AUTO,14Y,700 WALKER AVE,Oakland,CA,POINT (-122.246832302 37.811464612)
,05/09/2024 12:30:00 PM,24-022880,VEHICLE THEFT - AUTO,25X,3651 PENNIMAN AV,Oakland,CA,POINT (-122.205521996 37.788590983)
,04/22/2024 08:00:00 AM,24-020586,VEHICLE THEFT - AUTO,11X,SHATTUCK AVE & 53RD ST,Oakland,CA,POINT (-122.264258015 37.838481999)
,04/19/2024 10:40:00 PM,24-019687,BURGLARY-AUTO,22X,3655 MIDVALE AV,Oakland,CA,POINT (-122.200536021 37.795133981)
DOMESTIC VIOLENCE,05/18/2024 01:00:00 AM,24-024498,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21Y,3010 BONA ST,Oakland,CA,POINT (-122.217627979 37.792228981)
DOMESTIC VIOLENCE,03/03/2024 08:43:00 AM,24-010970,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,07X,2242 MAGNOLIA ST,Oakland,CA,POINT (-122.284418001 37.816652003)
,04/18/2024 09:30:00 PM,24-019316,VEHICLE THEFT - AUTO,10Y,IFO 743 44TH ST,Oakland,CA,POINT (-122.269626959 37.833013017)
BURG - OTHER,02/28/2024 04:59:00 AM,24-010271,BURGLARY-FORCIBLE ENTRY,19X,807 E 12TH ST,Oakland,CA,POINT (-122.252340038 37.792523018)
,05/06/2024 07:00:00 PM,24-907266,BURGLARY-AUTO,,TELEGRAPH AVE,Oakland,CA,POINT (-122.261462977 37.843326577)
,05/09/2024 04:30:00 PM,24-907395,GRAND THEFT,,W MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.265011886 37.826361045)
,03/14/2024 04:49:00 AM,24-012935,VEHICLE THEFT - OTHER VEHICLES,32X,1300 BLK OF 103RD AVE,Oakland,CA,POINT (-122.16772877 37.740917967)
,03/14/2024 11:42:00 PM,24-013092,VEHICLE THEFT - AUTO,14X,434 LEE ST.,Oakland,CA,POINT (-122.256458989 37.810063994)
,03/14/2024 07:38:00 AM,24-012945,VEHICLE THEFT - AUTO,35X,90TH AVE & MACARTHUR BLVD,Oakland,CA,POINT (-122.161369986 37.75559998)
,05/15/2024 08:50:00 PM,24-907771,BURGLARY-AUTO,04X,1517 CLAY ST,Oakland,CA,POINT (-122.273227993 37.80645701)
,04/16/2024 12:03:00 PM,24-018751,VEHICLE THEFT - AUTO,26X,6401 SAN LEANDRO,Oakland,CA,POINT (-122.202940035 37.757654007)
,05/05/2024 09:30:00 PM,24-022300,VEHICLE THEFT - AUTO,10X,1089 57TH ST,Oakland,CA,POINT (-122.282165029 37.840247982)
,04/22/2024 10:30:00 AM,24-020341,VANDALISM,26Y,1330 64TH AV,Oakland,CA,POINT (-122.197451984 37.762008993)
,05/05/2024 07:20:00 PM,24-907189,BURGLARY-AUTO,09X,4039 PIEDMONT AVE,Oakland,CA,POINT (-122.253076975 37.826177994)
FELONY ASSAULT,03/15/2024 02:03:00 AM,24-013101,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,17X,1025 E 17TH ST,Oakland,CA,POINT (-122.246610131 37.793684363)
HOMICIDE,03/15/2024 10:27:00 PM,24-013279,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,32X,1362 102ND AV,Oakland,CA,POINT (-122.168820995 37.740645994)
STOLEN VEHICLE,02/23/2024 02:00:00 PM,24-009985,VEHICLE THEFT - AUTO,24X,3935 SAN JUAN ST,Oakland,CA,POINT (-122.214937975 37.778486012)
,04/05/2024 01:30:00 PM,24-017080,VEHICLE THEFT - AUTO,13Y,6378 VALLEY VIEW RD,Oakland,CA,POINT (-122.210889013 37.843150007)
,04/26/2024 02:04:00 AM,24-020461,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,8800 BLOCK OF INTERNATIONAL BLVD,Oakland,CA,POINT (-122.175004177 37.750671732)
,05/04/2024 08:00:00 AM,24-021877,VANDALISM-$400+,29X,2701 64TH AV,Oakland,CA,POINT (-122.185265032 37.770605012)
FELONY ASSAULT,03/07/2024 08:45:00 PM,24-011868,ASSAULT WITH FIREARM ON PERSON,23X,1933 FRUITVALE AV,Oakland,CA,POINT (-122.223137991 37.783631998)
STOLEN VEHICLE,03/05/2024 01:54:00 PM,24-011532,VEHICLE THEFT - AUTO,08X,431 26TH ST,Oakland,CA,POINT (-122.267095038 37.815010994)
RECOVERED O/S STOLEN,03/02/2024 04:32:00 PM,24-010866,VEHICLE THEFT - AUTO,35X,9343 GRANADA AV,Oakland,CA,POINT (-122.149749986 37.758660003)
,04/28/2024 05:45:00 PM,24-907118,GRAND THEFT,05X,2140 MANDELA PARKWAY,Oakland,CA,POINT (-122.288792013 37.815603007)
,05/20/2024 12:30:00 PM,24-024927,SC UNEXPLAINED DEATH,13Y,6373 PINEHAVEN RD,Oakland,CA,POINT (-122.20927097 37.842944985)
,04/21/2024 11:46:00 PM,24-019716,VANDALISM-$400+,02X,610 MARKET ST,Oakland,CA,POINT (-122.282581023 37.802253988)
STOLEN VEHICLE,03/13/2024 05:30:00 AM,24-012836,VEHICLE THEFT - AUTO,19X,2200 E 12TH ST,Oakland,CA,POINT (-122.238123995 37.783816987)
BURG - COMMERCIAL,03/01/2024 01:50:00 AM,24-010680,VANDALISM-$400+,12X,470 49TH ST,Oakland,CA,POINT (-122.261944023 37.836148016)
STOLEN VEHICLE,05/18/2024 12:30:00 PM,24-024756,VEHICLE THEFT - AUTO,35X,9501 LAWLOR ST,Oakland,CA,POINT (-122.158340012 37.75288198)
MISDEMEANOR ASSAULT,03/25/2024 06:09:00 PM,24-015025,THREAT CRIME:INT:TERRORIZE,24X,1975 36TH AV,Oakland,CA,POINT (-122.217308042 37.78200901)
,03/09/2024 01:24:00 PM,24-012171,POSSESS CONTROLLED SUBSTANCE,23X,3900 BLOCK OF E 8TH ST,Oakland,CA,POINT (-122.254460238 37.790820779)
,05/12/2024 02:56:00 PM,24-023408,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24X,4104 AGUA VISTA ST ST,Oakland,CA,POINT (-122.206751035 37.781358994)
PETTY THEFT,03/04/2024 09:16:00 PM,24-905352,THEFT,14Y,3437 LAKESHORE AV,Oakland,CA,POINT (-122.242667993 37.811602996)
,03/27/2024 07:30:00 AM,24-015588,VEHICLE THEFT - AUTO,08X,2353 WEBER ST ST,Oakland,CA,POINT (-122.26910257 37.769689092)
WEAPONS,03/20/2024 12:31:00 AM,24-014048,POSSESS CONTROLLED SUBSTANCE,23X,1300 42ND AV,Oakland,CA,POINT (-122.216484538 37.772438782)
,03/27/2024 04:28:00 PM,24-015456,VANDALISM,10X,1010 55TH ST.,Oakland,CA,POINT (-122.278629962 37.839079)
,04/23/2024 04:24:00 PM,24-020113,VEHICLE THEFT - AUTO,31Z,10530 ACALANES DR.,Oakland,CA,POINT (-122.178156004 37.732856985)
BURG - AUTO,04/09/2024 11:30:00 AM,24-905919,BURGLARY-AUTO,33X,1010 ELMHURST AV,Oakland,CA,POINT (-122.178165979 37.742837988)
,05/14/2024 12:26:00 PM,24-023954,VEHICLE THEFT - AUTO,14X,424 STATEN AV,Oakland,CA,POINT (-122.253405965 37.809651982)
DISORDERLY CONDUCT,03/08/2024 10:00:00 AM,24-012119,DISTURB THE PEACE,33X,906 91ST AV,Oakland,CA,POINT (-122.182045962 37.745193009)
WEAPONS,03/20/2024 12:31:00 AM,24-014048,EXHIBIT FIREARM,23X,1300 42ND AV,Oakland,CA,POINT (-122.216484538 37.772438782)
STOLEN VEHICLE,04/12/2024 01:34:00 AM,24-017921,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,33X,98TH AV & ARMSTRONG DR,Oakland,CA,POINT (-122.177655437 37.740779811)
,04/08/2024 04:40:00 PM,24-907059,VANDALISM,15X,454 WESLEY AVE,Oakland,CA,POINT (-122.250754015 37.804055008)
,02/28/2024 07:00:00 AM,24-904744,VANDALISM,26Y,805 71ST AVE,Oakland,CA,POINT (-122.196973042 37.7551)
,04/20/2024 08:15:00 AM,24-906850,BURGLARY-AUTO,,BIENATI WAY,Oakland,CA,POINT (-122.27248 37.804828)
,04/23/2024 09:54:00 AM,24-019955,INFLICT INJURY UPON CHILD,04X,250 FRANK OGAWA PLAZA,Oakland,CA,POINT (-122.272449984 37.806069012)
GRAND THEFT,03/15/2024 05:57:00 AM,24-013114,EXHIBIT FIREARM,07X,1116 34TH ST,Oakland,CA,POINT (-122.279633044 37.825400345)
GRAND THEFT,02/23/2024 07:37:00 AM,24-009535,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,26X,630 HIGH ST,Oakland,CA,POINT (-122.220575978 37.767490003)
,04/05/2024 02:04:00 PM,24-016817,SC UNEXPLAINED DEATH,27Y,6118 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.197434968 37.76446598)
,03/06/2024 08:40:00 PM,24-905010,BURGLARY-AUTO,,FONTAINE ST,Oakland,CA,POINT (-122.151154424 37.76194253)
,03/14/2024 11:30:00 AM,24-013071,VANDALISM (AMENDED),19X,1507 4TH AVE (DOMESTIC DD),Oakland,CA,POINT (-122.25366396 37.797388)
,05/20/2024 11:00:00 PM,24-907876,THEFT,05X,1420 CHESTNUT ST,Oakland,CA,POINT (-122.284656969 37.809723982)
,05/05/2024 10:00:00 PM,24-022536,VEHICLE THEFT - AUTO,22X,4034 LYMAN RD,Oakland,CA,POINT (-122.211402991 37.808388997)
,03/28/2024 05:55:00 PM,24-015640,HAVE FIREARM AT PUBLIC/ETC SCHOOL,00,347 LAUREL AVE,Oakland,CA,POINT (-122.397813733 37.597129102)
,05/01/2024 12:00:00 AM,24-021377,SEXUAL PENETRATION W/FOREIGN OBJECT W/FORCE,08X,2500 MERCED ST,Oakland,CA,POINT (-122.208644105 37.825292398)
,04/24/2024 10:00:00 AM,24-020242,BURGLARY-FORCIBLE ENTRY,18Y,2218 E 31 ST ST,Oakland,CA,POINT (-122.225782984 37.79843599)
STOLEN VEHICLE,03/11/2024 08:00:00 AM,24-012501,VEHICLE THEFT - AUTO,09X,3878 HOWE ST,Oakland,CA,POINT (-122.25464275 37.825866867)
,05/16/2024 08:00:00 AM,24-024151,VEHICLE THEFT - AUTO,02X,14TH ST & BRUSH ST,Oakland,CA,POINT (-122.278649994 37.807220015)
RECOVERED O/S STOLEN,04/04/2024 08:44:00 AM,24-016890,VEHICLE THEFT - AUTO,20X,1406 MILLER AV,Oakland,CA,POINT (-122.234255999 37.783050001)
,04/14/2024 01:50:00 PM,24-907519,VANDALISM,16X,742 WESLEY WAY,Oakland,CA,POINT (-122.24309899 37.810118016)
STOLEN VEHICLE,03/13/2024 06:00:00 PM,24-012881,VEHICLE THEFT - AUTO,12X,4114 WEBSTER ST,Oakland,CA,POINT (-122.260454002 37.829668352)
,04/08/2024 04:30:00 PM,24-017490,VEHICLE THEFT - AUTO,09X,3600 BROADWAY,Oakland,CA,POINT (-122.258236959 37.823493983)
DOMESTIC VIOLENCE,05/19/2024 08:19:00 AM,24-024689,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,17Y,2704 12TH AV,Oakland,CA,POINT (-122.236579397 37.79889717)
STOLEN VEHICLE,03/16/2024 12:46:00 AM,24-013300,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,33X,9600 E ST,Oakland,CA,POINT (-122.177720926 37.743179243)
WEAPONS,05/01/2024 06:00:00 AM,24-021359,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,99X,2181 E 14TH STREET,Oakland,CA,POINT (-122.238128855 37.784688822)
,04/20/2024 05:00:00 AM,24-906848,BURGLARY-AUTO,22X,4015 COOLIDGE AVE,Oakland,CA,POINT (-122.203527019 37.80397999)
,03/31/2024 02:36:00 PM,24-016029,ASSAULT WITH FIREARM ON PERSON,19X,17TH AVE. AND INTERNATIONAL BLVD.,Oakland,CA,POINT (-122.243120029 37.78772002)
ROBBERY,04/13/2024 07:30:00 AM,24-018113,ROBBERY-FIREARM,10Y,42ND ST & MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.268030039 37.831499999)
MISDEMEANOR ASSAULT,04/18/2024 03:30:00 PM,24-019242,BATTERY,24Y,3025 HIGH ST,Oakland,CA,POINT (-122.200779012 37.785134999)
,05/07/2024 10:26:00 PM,24-022593,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",12Y,6310 COLLEGE AVE,Oakland,CA,POINT (-122.251997973 37.850735)
,04/25/2024 07:00:00 AM,24-020689,VEHICLE THEFT - AUTO,28X,3166 KINGSLAND AV,Oakland,CA,POINT (-122.193081995 37.781817987)
,05/15/2024 10:30:00 AM,24-023933,EVADE TAXES ON CIGARETTES/ETC,04X,682 14TH ST,Oakland,CA,POINT (-122.276449002 37.8064598)
,04/25/2024 06:00:00 PM,24-020894,VEHICLE THEFT - AUTO,12Y,468 ALCATRAZ AV,Oakland,CA,POINT (-122.259257036 37.850578007)
,03/16/2024 05:00:00 PM,24-013492,VEHICLE THEFT - AUTO,31Y,8451 SAN LEANDRO ST,Oakland,CA,POINT (-122.190635988 37.747062006)
BURG - AUTO,02/26/2024 08:53:00 AM,24-009962,BURGLARY-AUTO,01X,260 OAK ST,Oakland,CA,POINT (-122.267416574 37.793665093)
STOLEN VEHICLE,04/04/2024 09:14:00 AM,24-016585,VEHICLE THEFT - AUTO,26Y,1202 73RD AV,Oakland,CA,POINT (-122.188709994 37.757953996)
,04/23/2024 07:06:00 PM,24-020064,POSS/ETC FIREARM W/PR VIOLENT OFFENSE CONVICTION,19X,1048 12TH ST,Oakland,CA,POINT (-122.284430199 37.807649109)
BURG - OTHER,03/04/2024 06:15:00 AM,24-011112,BURGLARY-FORCIBLE ENTRY,23X,3251 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22553203 37.776720993)
,04/25/2024 09:45:00 PM,24-020778,VEHICLE THEFT - AUTO,07X,2801 SAN PABLO AVE.,Oakland,CA,POINT (-122.276510011 37.819101991)
,03/17/2024 10:39:00 AM,24-013469,ATTEMPT VEHICLE THEFT-AUTO,23X,4000 ALAMEDA AV,Oakland,CA,POINT (-122.223908958 37.769720008)
MISDEMEANOR ASSAULT,02/28/2024 04:14:00 PM,24-005010,DISTURB THE PEACE,32X,1806 105TH AV,Oakland,CA,POINT (-122.162340024 37.740556015)
STOLEN VEHICLE,04/03/2024 11:30:00 AM,24-016906,VEHICLE THEFT - AUTO,34X,2022 89TH AV,Oakland,CA,POINT (-122.167812546 37.753551934)
MISDEMEANOR ASSAULT,03/08/2024 12:00:00 PM,24-011906,SC BATTERY,09X,250 WHITMORE ST,Oakland,CA,POINT (-122.251000024 37.833366984)
,04/10/2024 04:00:00 PM,24-017780,VEHICLE THEFT - AUTO,19X,1500 LAKESHORE AV,Oakland,CA,POINT (-122.256509029 37.799762007)
,03/15/2024 09:08:00 AM,24-905423,BURGLARY-AUTO,14Y,3303 LAKESHORE AVE,Oakland,CA,POINT (-122.244023011 37.811039983)
,04/10/2024 07:20:00 PM,24-906505,BURGLARY-AUTO,12Y,6009 CLAREMONT AVE,Oakland,CA,POINT (-122.254043996 37.847540992)
,04/16/2024 09:30:00 PM,24-018865,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,2501 65TH AV,Oakland,CA,POINT (-122.186819037 37.768240016)
,04/10/2024 03:47:00 PM,24-017687,ASSAULT WITH FIREARM ON PERSON,31Y,736 NEVADA ST,Oakland,CA,POINT (-122.182447036 37.738013993)
,03/21/2024 05:30:00 PM,24-906162,VANDALISM,08X,2251 BROADWAY,Oakland,CA,POINT (-122.267162009 37.811962998)
DOMESTIC VIOLENCE,03/07/2024 09:54:00 PM,24-011876,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,5522 FLEMING AV,Oakland,CA,POINT (-122.191493959 37.775050019)
,04/24/2024 12:36:00 PM,24-020174,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",01X,101 CLAY ST,Oakland,CA,POINT (-122.27921304 37.796448664)
MISDEMEANOR ASSAULT,04/06/2024 09:53:00 AM,24-016909,BATTERY,14X,699 BELLEVUE AV,Oakland,CA,POINT (-122.259487327 37.809767448)
,05/10/2024 05:20:00 PM,24-023104,BATTERY,27Y,1624 61ST AV,Oakland,CA,POINT (-122.196656038 37.765498002)
,03/24/2024 09:40:00 PM,24-014819,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,2200 E12TH ST,Oakland,CA,POINT (-122.238123995 37.783816987)
,04/02/2024 02:58:00 AM,24-016258,VEHICLE THEFT - AUTO,24X,3607 BROOKDALE AV,Oakland,CA,POINT (-122.209174997 37.786658997)
RECOVERED O/S STOLEN,03/03/2024 04:04:00 AM,24-010946,VEHICLE THEFT - AUTO,19X,13TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.247169997 37.789879994)
,05/13/2024 02:30:00 PM,24-023630,PROB VIOL:REAREST/REVOKE,31Y,25 HAZELWOOD CT.,Oakland,CA,POINT (-122.185542976 37.736232)
ROBBERY,03/04/2024 04:26:00 PM,24-011178,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,27Y,2120 66TH AV,Oakland,CA,POINT (-122.190000975 37.764805992)
,02/24/2024 01:20:00 AM,24-903884,VANDALISM,,14TH ST,Oakland,CA,POINT (-122.270774517 37.804151159)
,05/05/2024 05:00:00 PM,24-907190,BURGLARY-AUTO,,CLAY ST,Oakland,CA,POINT (-122.273336417 37.805686858)
STOLEN VEHICLE,02/25/2024 04:36:00 PM,24-009895,VEHICLE THEFT - AUTO,32X,100TH AV & SAN LEANDRO ST,Oakland,CA,POINT (-122.17846999 37.738119982)
,04/30/2024 03:57:00 AM,24-021172,TRESPASS:INJURE PROPERTY,33X,930 84TH AVENUE,Oakland,CA,POINT (-122.185845981 37.74990301)
,05/09/2024 07:00:00 PM,24-022942,EXHIBIT FIREARM,26Y,1310 76TH AV,Oakland,CA,POINT (-122.185387994 37.757500996)
KIDNAPPING,02/24/2024 02:58:00 PM,24-009743,INFLICT CRPL INJ SP/COHAB,23X,40TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.218119997 37.773920013)
STOLEN VEHICLE,02/27/2024 09:00:00 PM,24-010560,VEHICLE THEFT - AUTO,04X,1461 ALICE ST,Oakland,CA,POINT (-122.266157019 37.803592998)
,04/12/2024 06:10:00 PM,24-018051,VANDALISM-$400+,30X,1445 76TH AVE,Oakland,CA,POINT (-122.184225005 37.759053995)
,05/07/2024 04:00:00 AM,24-022574,VEHICLE THEFT - AUTO,29X,3527 68TH AVE.,Oakland,CA,POINT (-122.17459797 37.773468018)
,05/06/2024 11:55:00 AM,24-907361,BURGLARY-AUTO,,JACK LONDON SQ. SQUARE,Oakland,CA,POINT (-122.269978275 37.791564806)
,05/15/2024 07:20:00 PM,24-907766,BURGLARY-AUTO,,4691 TELEGRAPH AVENUE,Oakland,CA,POINT (-122.263139875 37.834290166)
STOLEN VEHICLE,05/17/2024 06:00:00 PM,24-024525,VEHICLE THEFT - AUTO,24X,FOOTHILL BLVD & HARRINGTON AV,Oakland,CA,POINT (-122.217650023 37.779889981)
,03/10/2024 09:40:00 AM,24-905598,MAIL/ETC THEFT/ETC,32X,10823 PACKARD ST,Oakland,CA,POINT (-122.162500034 37.73818599)
,04/28/2024 10:28:00 AM,24-020851,VANDALISM,30X,1737 73RD AV,Oakland,CA,POINT (-122.184104976 37.76155)
DOMESTIC VIOLENCE,02/26/2024 03:15:00 PM,24-010024,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17Y,2225 11TH AV,Oakland,CA,POINT (-122.240983153 37.797018588)
